Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;05 Canarias;Analfabetos;2022;28,7
Ambos sexos;05 Canarias;Analfabetos;2021;33,9
Ambos sexos;05 Canarias;Analfabetos;2020;34,9
Ambos sexos;05 Canarias;Analfabetos;2019;29,5
Ambos sexos;05 Canarias;Analfabetos;2018;33,7
Ambos sexos;05 Canarias;Analfabetos;2017;34,1
Ambos sexos;05 Canarias;Analfabetos;2016;34,5
Ambos sexos;05 Canarias;Analfabetos;2015;41,7
Ambos sexos;05 Canarias;Analfabetos;2014;44,3
Ambos sexos;05 Canarias;Estudios primarios incompletos;2022;91,9
Ambos sexos;05 Canarias;Estudios primarios incompletos;2021;107,4
Ambos sexos;05 Canarias;Estudios primarios incompletos;2020;109,1
Ambos sexos;05 Canarias;Estudios primarios incompletos;2019;106,9
Ambos sexos;05 Canarias;Estudios primarios incompletos;2018;127
Ambos sexos;05 Canarias;Estudios primarios incompletos;2017;124
Ambos sexos;05 Canarias;Estudios primarios incompletos;2016;132,7
Ambos sexos;05 Canarias;Estudios primarios incompletos;2015;147
Ambos sexos;05 Canarias;Estudios primarios incompletos;2014;152,3
Ambos sexos;05 Canarias;Educación primaria;2022;217,4
Ambos sexos;05 Canarias;Educación primaria;2021;222,9
Ambos sexos;05 Canarias;Educación primaria;2020;240
Ambos sexos;05 Canarias;Educación primaria;2019;264,7
Ambos sexos;05 Canarias;Educación primaria;2018;253,9
Ambos sexos;05 Canarias;Educación primaria;2017;265,3
Ambos sexos;05 Canarias;Educación primaria;2016;264
Ambos sexos;05 Canarias;Educación primaria;2015;277,7
Ambos sexos;05 Canarias;Educación primaria;2014;292
Ambos sexos;05 Canarias;Primera etapa de educación secundaria y similar;2022;506,6
Ambos sexos;05 Canarias;Primera etapa de educación secundaria y similar;2021;486
Ambos sexos;05 Canarias;Primera etapa de educación secundaria y similar;2020;496,5
Ambos sexos;05 Canarias;Primera etapa de educación secundaria y similar;2019;524,9
Ambos sexos;05 Canarias;Primera etapa de educación secundaria y similar;2018;534,5
Ambos sexos;05 Canarias;Primera etapa de educación secundaria y similar;2017;514,2
Ambos sexos;05 Canarias;Primera etapa de educación secundaria y similar;2016;507,7
Ambos sexos;05 Canarias;Primera etapa de educación secundaria y similar;2015;517
Ambos sexos;05 Canarias;Primera etapa de educación secundaria y similar;2014;509,4
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2022;356,2
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2021;345
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2020;344,8
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2019;307,9
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2018;296,2
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2017;302,1
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2016;295,3
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2015;281,6
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2014;273,6
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;161,6
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;157,8
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;144,5
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;142
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;144,5
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;135,7
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;130
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;137
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;116,4
Ambos sexos;05 Canarias;Educación superior;2022;592,1
Ambos sexos;05 Canarias;Educación superior;2021;581,5
Ambos sexos;05 Canarias;Educación superior;2020;552,5
Ambos sexos;05 Canarias;Educación superior;2019;519,9
Ambos sexos;05 Canarias;Educación superior;2018;468,5
Ambos sexos;05 Canarias;Educación superior;2017;446,4
Ambos sexos;05 Canarias;Educación superior;2016;435,7
Ambos sexos;05 Canarias;Educación superior;2015;393,3
Ambos sexos;05 Canarias;Educación superior;2014;394,8
Ambos sexos;06 Cantabria;Total;2022;500,7
Ambos sexos;06 Cantabria;Total;2021;497,8
Ambos sexos;06 Cantabria;Total;2020;495,8
Ambos sexos;06 Cantabria;Total;2019;493,7
Ambos sexos;06 Cantabria;Total;2018;492,1
Ambos sexos;06 Cantabria;Total;2017;491,6
Ambos sexos;06 Cantabria;Total;2016;491,8
Ambos sexos;06 Cantabria;Total;2015;493,6
Ambos sexos;06 Cantabria;Total;2014;495,7
Ambos sexos;06 Cantabria;Analfabetos;2022;1,6
Ambos sexos;06 Cantabria;Analfabetos;2021;1,2
Ambos sexos;06 Cantabria;Analfabetos;2020;1,8
Ambos sexos;06 Cantabria;Analfabetos;2019;1,6
Ambos sexos;06 Cantabria;Analfabetos;2018;2,1
Ambos sexos;06 Cantabria;Analfabetos;2017;2,5
Ambos sexos;06 Cantabria;Analfabetos;2016;1,8
Ambos sexos;06 Cantabria;Analfabetos;2015;2,3
Ambos sexos;06 Cantabria;Analfabetos;2014;1,8
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2022;4
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2021;5,5
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2020;5,2
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2019;4,9
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2018;5,4
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2017;7,8
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2016;7,7
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2015;11,1
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2014;12,8
Ambos sexos;06 Cantabria;Educación primaria;2022;42,4
Ambos sexos;06 Cantabria;Educación primaria;2021;46,4
Ambos sexos;06 Cantabria;Educación primaria;2020;53,3
Ambos sexos;06 Cantabria;Educación primaria;2019;65,2
Ambos sexos;06 Cantabria;Educación primaria;2018;72,8
Ambos sexos;06 Cantabria;Educación primaria;2017;71,8
Ambos sexos;06 Cantabria;Educación primaria;2016;76,2
Ambos sexos;06 Cantabria;Educación primaria;2015;78,3
Ambos sexos;06 Cantabria;Educación primaria;2014;84,6
Ambos sexos;06 Cantabria;Primera etapa de educación secundaria y similar;2022;157,4
Ambos sexos;06 Cantabria;Primera etapa de educación secundaria y similar;2021;155,1
Ambos sexos;06 Cantabria;Primera etapa de educación secundaria y similar;2020;151,8
Ambos sexos;06 Cantabria;Primera etapa de educación secundaria y similar;2019;140,1
Ambos sexos;06 Cantabria;Primera etapa de educación secundaria y similar;2018;130,9
Ambos sexos;06 Cantabria;Primera etapa de educación secundaria y similar;2017;136,7
Ambos sexos;06 Cantabria;Primera etapa de educación secundaria y similar;2016;141
Ambos sexos;06 Cantabria;Primera etapa de educación secundaria y similar;2015;142
Ambos sexos;06 Cantabria;Primera etapa de educación secundaria y similar;2014;131
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2022;66,3
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2021;62,2
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2020;63,2
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2019;71,3
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2018;72,7
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2017;64,1
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2016;64,6
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2015;64,9
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2014;68,8
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;51,8
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;57,1
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;54,2
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;51,6
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;53
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;53,6
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;48,6
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;46,6
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;48,9
Ambos sexos;06 Cantabria;Educación superior;2022;177,1
Ambos sexos;06 Cantabria;Educación superior;2021;170,3
Ambos sexos;06 Cantabria;Educación superior;2020;166,4
Ambos sexos;06 Cantabria;Educación superior;2019;159
Ambos sexos;06 Cantabria;Educación superior;2018;155,3
Ambos sexos;06 Cantabria;Educación superior;2017;155,2
Ambos sexos;06 Cantabria;Educación superior;2016;152
Ambos sexos;06 Cantabria;Educación superior;2015;148,4
Ambos sexos;06 Cantabria;Educación superior;2014;147,9
Ambos sexos;07 Castilla y León;Total;2022;2.030,2
Ambos sexos;07 Castilla y León;Total;2021;2.032,9
Ambos sexos;07 Castilla y León;Total;2020;2.040
Ambos sexos;07 Castilla y León;Total;2019;2.044,9
Ambos sexos;07 Castilla y León;Total;2018;2.049,9
Ambos sexos;07 Castilla y León;Total;2017;2.064,9
Ambos sexos;07 Castilla y León;Total;2016;2.080,1
Ambos sexos;07 Castilla y León;Total;2015;2.096
Ambos sexos;07 Castilla y León;Total;2014;2.110,5
Ambos sexos;07 Castilla y León;Analfabetos;2022;12,8
Ambos sexos;07 Castilla y León;Analfabetos;2021;10,7
Ambos sexos;07 Castilla y León;Analfabetos;2020;13,2
Ambos sexos;07 Castilla y León;Analfabetos;2019;13,9
Ambos sexos;07 Castilla y León;Analfabetos;2018;17
Ambos sexos;07 Castilla y León;Analfabetos;2017;18,2
Ambos sexos;07 Castilla y León;Analfabetos;2016;19,6
Ambos sexos;07 Castilla y León;Analfabetos;2015;22,6
Ambos sexos;07 Castilla y León;Analfabetos;2014;20,2
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2022;48,1
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2021;49,9
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2020;59,4
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2019;66,2
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2018;77,5
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2017;89,4
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2016;97,4
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2015;107,5
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2014;115
Ambos sexos;07 Castilla y León;Educación primaria;2022;297
Ambos sexos;07 Castilla y León;Educación primaria;2021;302,6
Ambos sexos;07 Castilla y León;Educación primaria;2020;338,9
Ambos sexos;07 Castilla y León;Educación primaria;2019;361,4
Ambos sexos;07 Castilla y León;Educación primaria;2018;355,3
Ambos sexos;07 Castilla y León;Educación primaria;2017;368,8
Ambos sexos;07 Castilla y León;Educación primaria;2016;398,2
Ambos sexos;07 Castilla y León;Educación primaria;2015;403,6
Ambos sexos;07 Castilla y León;Educación primaria;2014;419
Ambos sexos;07 Castilla y León;Primera etapa de educación secundaria y similar;2022;587,6
Ambos sexos;07 Castilla y León;Primera etapa de educación secundaria y similar;2021;603,8
Ambos sexos;07 Castilla y León;Primera etapa de educación secundaria y similar;2020;599,7
Ambos sexos;07 Castilla y León;Primera etapa de educación secundaria y similar;2019;596,2
Ambos sexos;07 Castilla y León;Primera etapa de educación secundaria y similar;2018;613,3
Ambos sexos;07 Castilla y León;Primera etapa de educación secundaria y similar;2017;611,3
Ambos sexos;07 Castilla y León;Primera etapa de educación secundaria y similar;2016;602,4
Ambos sexos;07 Castilla y León;Primera etapa de educación secundaria y similar;2015;604
Ambos sexos;07 Castilla y León;Primera etapa de educación secundaria y similar;2014;593,3
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2022;274,1
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2021;261
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2020;260,4
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2019;249,5
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2018;255,5
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2017;255,1
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2016;253,2
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2015;249,9
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2014;255,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;187,5
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;192,2
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;173,5
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;170
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;174,3
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;174,2
