Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2015;6.904
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2014;6.175
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2013;5.251
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2021;4.869
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2020;3.886
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2019;5.084
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2018;5.082
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2017;4.862
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2016;4.163
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2015;2.702
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2014;2.511
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2013;2.243
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2021;2.116
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2020;1.396
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2019;1.804
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2018;1.920
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2017;1.684
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2016;1.171
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2015;596
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2014;480
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2013;382
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2021;10.789
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2020;7.609
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2019;10.252
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2018;10.037
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2017;9.694
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2016;7.838
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2015;4.854
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2014;4.272
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2013;4.095
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2021;2.447
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2020;2.064
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2019;2.936
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2018;3.161
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2017;3.021
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2016;3.000
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2015;2.733
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2014;2.495
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2013;2.009
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2021;2.191
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2020;1.721
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2019;2.278
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2018;2.244
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2017;2.158
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2016;1.970
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2015;1.575
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2014;1.542
Total Nacional;;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2013;1.292
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2021;110.186
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2020;80.054
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2019;103.257
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2018;100.484
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2017;98.021
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2016;99.174
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2015;102.164
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2014;109.815
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;;;2013;114.951
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2021;12.531
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2020;9.332
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2019;11.567
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2018;11.087
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2017;11.527
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2016;11.996
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2015;12.415
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2014;12.851
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2013;13.441
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2021;97.431
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2020;70.540
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2019;91.413
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2018;89.144
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2017;86.200
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2016;86.879
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2015;89.445
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2014;96.698
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2013;101.271
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2021;224
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2020;182
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2019;277
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2018;253
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2017;294
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2016;299
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2015;304
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2014;266
Total Nacional;;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2013;239
Total Nacional;;A Total Delitos;18 Falsedades;;;2021;7.576
Total Nacional;;A Total Delitos;18 Falsedades;;;2020;5.651
Total Nacional;;A Total Delitos;18 Falsedades;;;2019;8.757
Total Nacional;;A Total Delitos;18 Falsedades;;;2018;8.499
Total Nacional;;A Total Delitos;18 Falsedades;;;2017;7.783
Total Nacional;;A Total Delitos;18 Falsedades;;;2016;7.921
Total Nacional;;A Total Delitos;18 Falsedades;;;2015;7.453
Total Nacional;;A Total Delitos;18 Falsedades;;;2014;7.376
Total Nacional;;A Total Delitos;18 Falsedades;;;2013;6.770
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2021;7.181
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2020;5.339
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2019;8.386
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2018;8.100
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2017;7.342
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2016;7.577
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2015;7.093
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2014;7.017
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2013;6.382
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2021;6.327
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2020;4.760
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2019;7.596
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2018;7.302
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2017;6.625
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2016;6.770
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2015;6.501
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2014;6.342
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2013;5.810
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2021;612
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2020;428
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2019;637
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2018;629
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2017;581
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2016;632
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2015;414
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2014;413
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2013;347
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2021;192
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2020;89
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2019;86
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2018;95
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2017;66
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2016;86
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2015;81
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2014;104
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2013;75
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2021;50
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2020;62
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2019;67
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2018;74
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2017;70
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2016;89
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2015;97
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2014;158
Total Nacional;;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2013;150
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2021;395
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2020;312
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2019;371
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2018;399
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2017;441
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2016;344
Total Nacional;;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2015;360
